% Model,Re0.001.mph
% Version,COMSOL 5.4.0.388
% Date,"Apr 28 2020, 13:17"
% Dimension,1
% Nodes,191
% Expressions,1
% Description,Line graph
% r,Height
0,0.9379848599856395
1.6529868546616075E-4,0.9459801227235005
3.3059737093231803E-4,0.9539753854613615
4.958960563984788E-4,0.9619706481992225
6.611947418646395E-4,0.9699659109370835
8.264934273307968E-4,0.9779611736749445
9.917957785474836E-4,0.9741626201639272
0.0011570981297641739,0.9703640666529099
0.0013224004809808607,0.9665655131418927
0.0014877028321975475,0.9627669596308753
0.0016530051834142342,0.958968406119858
0.0018183060240382493,0.9550572923855016
0.0019836068646622643,0.9511461786511451
0.0021489077052862793,0.9472350649167887
0.0023142085459102943,0.9433239511824323
0.0024795093865343093,0.9394128374480758
0.0026448082265387307,0.9356807060231948
0.0028101070665431417,0.9319485745983136
0.00297540590654757,0.9282164431734325
0.003140704746551981,0.9244843117485514
0.0033060035865564025,0.9207521803236703
0.0034713035292037765,0.9138083541229658
0.0036366034718511575,0.906864527922261
0.003801903414498528,0.8999207017215565
0.003967203357145909,0.8929768755208518
0.00413250329979328,0.8860330493201471
0.004297802978237151,0.8796423748347431
0.004463102656681008,0.8732517003493387
0.004628402335124893,0.8668610258639345
0.004793702013568751,0.8604703513785303
0.004959001692012622,0.8540796768931261
0.005124301662236416,0.8464211640952668
0.005289601632460197,0.8387626512974075
0.005454901602684005,0.8311041384995481
0.005620201572907789,0.8234456257016887
0.005785501543131583,0.8157871129038293
0.005950801209710841,0.8060731542850718
0.00611610087629013,0.796359195666314
0.006281400542869405,0.7866452370475564
0.00644670020944868,0.7769312784287987
0.006611999876027955,0.767217319810041
0.006777299859824747,0.7568557661420163
0.006942599843621555,0.7464942124739914
0.0071078998274183465,0.7361326588059667
0.007273199811215155,0.7257711051379419
0.007438499795011946,0.715409551469917
0.007603799457706711,0.7037923370353131
0.007769099120401496,0.6921751226007092
0.007934398783096281,0.6805579081661052
0.008099698445791049,0.6689406937315013
0.008264998108485834,0.6573234792968974
0.008430298092282625,0.6454424152399022
0.008595598076079437,0.633561351182907
0.008760898059876229,0.6216802871259117
0.008926198043673061,0.6097992230689165
0.009091498027469853,0.5979181590119214
0.009256797694049194,0.5852506753427683
0.009422097360628535,0.5725831916736152
0.009587397027207852,0.559915708004462
0.009752696693787213,0.5472482243353088
0.00991799636036653,0.5345807406661557
0.010083296330590092,0.5203475210945454
0.01024859630081363,0.5061143015229352
0.010413896271037192,0.49188108195132496
0.01057919624126073,0.4776478623797147
0.010744496211484291,0.46341464280810446
0.010909795889928693,0.4498246780242995
0.01107509556837312,0.43623471324049445
0.011240395246817522,0.4226447484566894
0.011405694925261948,0.4090547836728844
0.01157099460370635,0.39546481888907936
0.011736294546352714,0.38115182434699096
0.011901594488999079,0.36683882980490246
0.012066894431645443,0.35252583526281406
0.012232194374291832,0.3382128407207256
0.012397494316938196,0.32389984617863715
0.012562794020696669,0.3083324640000083
0.012728093724455117,0.29276508182137945
0.012893393428213565,0.2771976996427506
0.013058693131972013,0.26163031746412174
0.013223992835730485,0.2460629352854929
0.013389292729188942,0.23124856535910526
0.013554592622647424,0.21643419543271764
0.013719892516105881,0.20161982550633
0.013885192409564366,0.18680545557994238
0.014050492303022823,0.17199108565355475
0.014215792059895357,0.1570488673036821
0.014381091816767892,0.1421066489538094
0.014546391573640426,0.1271644306039367
0.01471169133051296,0.11222221225406404
0.014876991087385494,0.09727999390419136
0.015042290912818144,0.08084133381771293
0.015207590738250794,0.0644026737312345
0.015372890563683444,0.04796401364475607
0.015538190389116094,0.03152535355827764
0.015703490214548744,0.01508669347179921
0.015868788900014898,2.9427120918980835E-4
0.016034087585481055,-0.014498151053419596
0.01619938627094721,-0.029290573316028995
0.016364684956413363,-0.0440829955786384
0.01652998364187952,-0.0588754178412478
0.016695285993096203,-0.07376245649381263
0.016860588344312886,-0.08864949514637747
0.01702589069552957,-0.1035365337989423
0.017191193046746253,-0.11842357245150714
0.017356495397962936,-0.13331061110407197
0.01752179623858697,-0.1481730988338877
0.017687097079211,-0.16303558656370343
0.017852397919835034,-0.17789807429351914
0.018017698760459066,-0.19276056202333489
0.018182999601083098,-0.2076230497531506
0.01834829844108751,-0.22269022697061594
0.01851359728109192,-0.23775740418808125
0.018678896121096335,-0.25282458140554653
0.018844194961100742,-0.2678917586230119
0.019009493801105157,-0.2829589358404772
0.019174793743752534,-0.2959040958936108
0.019340093686399912,-0.30884925594674434
0.019505393629047314,-0.3217944159998779
0.01967069357169469,-0.33473957605301147
0.01983599351434207,-0.34768473610614503
0.020001293192785922,-0.36284457445769014
0.020166592871229776,-0.37800441280923525
0.02033189254967363,-0.39316425116078035
0.020497192228117484,-0.40832408951232546
0.020662491906561338,-0.42348392786387057
0.020827791876785157,-0.4348561462003839
0.020993091847008954,-0.4462283645368972
0.021158391817232773,-0.4576005828734105
0.021323691787456595,-0.4689728012099238
0.021488991757680417,-0.4803450195464371
0.021654291424259654,-0.4933757534609429
0.021819591090838898,-0.5064064873754487
0.02198489075741816,-0.5194372212899545
0.0221501904239974,-0.5324679552044603
0.022315490090576665,-0.5454986891189662
0.022480790074373445,-0.5564907571320222
0.022646090058170275,-0.5674828251450784
0.022811390041967076,-0.5784748931581344
0.022976690025763885,-0.5894669611711906
0.023141990009560687,-0.6004590291842467
0.02330728967225546,-0.6113780223749345
0.02347258933495027,-0.6222970155656223
0.02363788899764504,-0.6332160087563102
0.023803188660339848,-0.644135001946998
0.02396848832303462,-0.6550539951376859
0.024133788306831425,-0.6643291830115722
0.024299088290628226,-0.6736043708854584
0.02446438827442505,-0.6828795587593447
0.024629688258221854,-0.692154746633231
0.02479498824201866,-0.7014299345071172
0.024960287908597965,-0.7101861382511506
0.025125587575177306,-0.7189423419951841
0.025290887241756634,-0.7276985457392177
0.025456186908335954,-0.7364547494832511
0.02562148657491528,-0.7452109532272846
0.02578678654513883,-0.7525050813273103
0.025952086515362398,-0.759799209427336
0.026117386485585946,-0.7670933375273616
0.026282686455809515,-0.7743874656273874
0.026447986426033063,-0.7816815937274131
0.026613286104477482,-0.7882359197568043
0.026778585782921912,-0.7947902457861955
0.02694388546136634,-0.8013445718155867
0.027109185139810758,-0.8078988978449779
0.027274484818255187,-0.8144532238743691
0.027439784760901528,-0.8194174033396648
0.02760508470354789,-0.8243815828049605
0.02777038464619424,-0.8293457622702561
0.02793568458884059,-0.8343099417355518
0.02810098453148694,-0.8392741212008475
0.02826628423524541,-0.8434251216927827
0.028431583939003885,-0.8475761221847179
0.02859688364276235,-0.8517271226766531
0.028762183346520826,-0.8558781231685882
0.02892748305027929,-0.8600291236605234
0.02909278294373774,-0.8627448749534198
0.02925808283719619,-0.865460626246316
0.029423382730654642,-0.8681763775392124
0.02958868262411309,-0.8708921288321086
0.02975398251757154,-0.873607880125005
0.029919282274444084,-0.8775677021709493
0.030084582031316642,-0.8815275242168933
0.03024988178818919,-0.8854873462628374
0.03041518154506174,-0.8894471683087816
0.030580481301934286,-0.8934069903547257
0.030745781127366936,-0.8875963712648385
0.030911080952799586,-0.8817857521749511
0.031076380778232233,-0.8759751330850638
0.031241680603664883,-0.8701645139951765
0.03140698042909753,-0.8643538949052891
