% Model,Re0.01.mph
% Version,COMSOL 5.4.0.388
% Date,"Apr 28 2020, 13:10"
% Dimension,1
% Nodes,191
% Expressions,1
% Description,Line graph
% r,Height
0,9.389767082244589
1.6529868546616075E-4,9.469801511201043
3.3059737093231803E-4,9.549835940157497
4.958960563984788E-4,9.62987036911395
6.611947418646395E-4,9.709904798070404
8.264934273307968E-4,9.789939227026858
9.917957785474836E-4,9.75185107849202
0.0011570981297641739,9.713762929957184
0.0013224004809808607,9.675674781422346
0.0014877028321975475,9.63758663288751
0.0016530051834142342,9.599498484352672
0.0018183060240382493,9.560261675428379
0.0019836068646622643,9.521024866504082
0.0021489077052862793,9.481788057579788
0.0023142085459102943,9.442551248655493
0.0024795093865343093,9.403314439731197
0.0026448082265387307,9.365840550627249
0.0028101070665431417,9.328366661523301
0.00297540590654757,9.290892772419355
0.003140704746551981,9.253418883315407
0.0033060035865564025,9.215944994211458
0.0034713035292037765,9.146292206059195
0.0036366034718511575,9.076639417906932
0.003801903414498528,9.00698662975467
0.003967203357145909,8.937333841602406
0.00413250329979328,8.867681053450143
0.004297802978237151,8.803543855909615
0.004463102656681008,8.739406658369084
0.004628402335124893,8.675269460828556
0.004793702013568751,8.611132263288026
0.004959001692012622,8.546995065747497
0.005124301662236416,8.470151238570882
0.005289601632460197,8.393307411394263
0.005454901602684005,8.316463584217647
0.005620201572907789,8.23961975704103
0.005785501543131583,8.162775929864413
0.005950801209710841,8.06534804780721
0.00611610087629013,7.967920165750008
0.006281400542869405,7.870492283692806
0.00644670020944868,7.773064401635604
0.006611999876027955,7.6756365195784015
0.006777299859824747,7.571721517592545
0.006942599843621555,7.467806515606689
0.0071078998274183465,7.363891513620832
0.007273199811215155,7.259976511634976
0.007438499795011946,7.15606150964912
0.007603799457706711,7.039583243756103
0.007769099120401496,6.923104977863086
0.007934398783096281,6.806626711970069
0.008099698445791049,6.690148446077052
0.008264998108485834,6.573670180184036
0.008430298092282625,6.454561612009003
0.008595598076079437,6.33545304383397
0.008760898059876229,6.216344475658937
0.008926198043673061,6.097235907483904
0.009091498027469853,5.978127339308871
0.009256797694049194,5.8511671848313
0.009422097360628535,5.724207030353727
0.009587397027207852,5.597246875876156
0.009752696693787213,5.470286721398583
0.00991799636036653,5.343326566921012
0.010083296330590092,5.200721422820838
0.01024859630081363,5.058116278720663
0.010413896271037192,4.9155111346204885
0.01057919624126073,4.7729059905203135
0.010744496211484291,4.630300846420139
0.010909795889928693,4.4941649941728175
0.01107509556837312,4.358029141925495
0.011240395246817522,4.221893289678172
0.011405694925261948,4.08575743743085
0.01157099460370635,3.9496215851835275
0.011736294546352714,3.806283416321631
0.011901594488999079,3.6629452474597346
0.012066894431645443,3.519607078597838
0.012232194374291832,3.3762689097359417
0.012397494316938196,3.2329307408740453
0.012562794020696669,3.0770859781750053
0.012728093724455117,2.9212412154759653
0.012893393428213565,2.7653964527769253
0.013058693131972013,2.6095516900778852
0.013223992835730485,2.453706927378845
0.013389292729188942,2.305441293822257
0.013554592622647424,2.1571756602656684
0.013719892516105881,2.00891002670908
0.013885192409564366,1.8606443931524919
0.014050492303022823,1.7123787595959035
0.014215792059895357,1.5628816675202657
0.014381091816767892,1.4133845754446275
0.014546391573640426,1.2638874833689895
0.01471169133051296,1.1143903912933515
0.014876991087385494,0.9648932992177135
0.015042290912818144,0.8004794402340398
0.015207590738250794,0.6360655812503662
0.015372890563683444,0.47165172226669255
0.015538190389116094,0.3072378632830189
0.015703490214548744,0.14282400429934528
0.015868788900014898,-0.005077410867475955
0.016034087585481055,-0.1529788260342972
0.01619938627094721,-0.3008802412011184
0.016364684956413363,-0.44878165636793965
0.01652998364187952,-0.5966830715347609
0.016695285993096203,-0.7454789681797521
0.016860588344312886,-0.8942748648247433
0.01702589069552957,-1.0430707614697345
0.017191193046746253,-1.1918666581147257
0.017356495397962936,-1.3406625547597169
0.01752179623858697,-1.4891653933811382
0.017687097079211,-1.637668232002559
0.017852397919835034,-1.7861710706239804
0.018017698760459066,-1.9346739092454015
0.018182999601083098,-2.0831767478668226
0.01834829844108751,-2.2336825287303625
0.01851359728109192,-2.384188309593902
0.018678896121096335,-2.5346940904574415
0.018844194961100742,-2.6851998713209815
0.019009493801105157,-2.835705652184521
0.019174793743752534,-2.9649566811470414
0.019340093686399912,-3.094207710109562
0.019505393629047314,-3.223458739072082
0.01967069357169469,-3.352709768034603
0.01983599351434207,-3.4819607969971234
0.020001293192785922,-3.6333084734898895
0.020166592871229776,-3.7846561499826556
0.02033189254967363,-3.936003826475422
0.020497192228117484,-4.087351502968188
0.020662491906561338,-4.238699179460954
0.020827791876785157,-4.352163324314813
0.020993091847008954,-4.4656274691686715
0.021158391817232773,-4.579091614022531
0.021323691787456595,-4.692555758876389
0.021488991757680417,-4.806019903730248
0.021654291424259654,-4.936033919805924
0.021819591090838898,-5.0660479358816
0.02198489075741816,-5.196061951957276
0.0221501904239974,-5.326075968032952
0.022315490090576665,-5.456089984108628
0.022480790074373445,-5.565713699852057
0.022646090058170275,-5.675337415595484
0.022811390041967076,-5.784961131338913
0.022976690025763885,-5.894584847082341
0.023141990009560687,-6.004208562825769
0.02330728967225546,-6.1130887488077645
0.02347258933495027,-6.221968934789759
0.02363788899764504,-6.330849120771753
0.023803188660339848,-6.439729306753748
0.02396848832303462,-6.548609492735743
0.024133788306831425,-6.64106530911136
0.024299088290628226,-6.733521125486976
0.02446438827442505,-6.825976941862593
0.024629688258221854,-6.918432758238209
0.02479498824201866,-7.010888574613826
0.024960287908597965,-7.098160279473631
0.025125587575177306,-7.185431984333435
0.025290887241756634,-7.272703689193238
0.025456186908335954,-7.359975394053043
0.02562148657491528,-7.447247098912847
0.02578678654513883,-7.519920940178079
0.025952086515362398,-7.592594781443311
0.026117386485585946,-7.665268622708544
0.026282686455809515,-7.737942463973775
0.026447986426033063,-7.810616305239008
0.026613286104477482,-7.8759194353632695
0.026778585782921912,-7.94122256548753
0.02694388546136634,-8.006525695611792
0.027109185139810758,-8.071828825736052
0.027274484818255187,-8.137131955860314
0.027439784760901528,-8.186571955176657
0.02760508470354789,-8.236011954493
0.02777038464619424,-8.285451953809343
0.02793568458884059,-8.334891953125686
0.02810098453148694,-8.384331952442029
0.02826628423524541,-8.425676139370104
0.028431583939003885,-8.467020326298178
0.02859688364276235,-8.508364513226251
0.028762183346520826,-8.549708700154326
0.02892748305027929,-8.5910528870824
0.02909278294373774,-8.618093486097338
0.02925808283719619,-8.645134085112279
0.029423382730654642,-8.672174684127217
0.02958868262411309,-8.699215283142157
0.02975398251757154,-8.726255882157096
0.029919282274444084,-8.765746791972097
0.030084582031316642,-8.805237701787096
0.03024988178818919,-8.844728611602095
0.03041518154506174,-8.884219521417096
0.030580481301934286,-8.923710431232095
0.030745781127366936,-8.865661375694932
0.030911080952799586,-8.80761232015777
0.031076380778232233,-8.749563264620605
0.031241680603664883,-8.691514209083442
0.03140698042909753,-8.633465153546279
